gender,phone_use_hours,sleep_hours,person_interaction,social_media_hours,gaming_hours,educational_hours,family_communication,phone_anxiety,phone_during_meals,lose_track_time,performance_impact,phone_before_sleep,phone_after_wakeup,phone_addiction
female,8 to 10 hours,less than 4 hours,often,less than 1 hour,7 to 9 hours,more than 9 hours,never,rarely,rarely,never,never,always,rarely,no
male,less than 2 hours,more than 8 hours,never,7 to 9 hours,more than 9 hours,1 to 3 hours,sometimes,never,often,rarely,rarely,always,sometimes,yes
male,more than 10 hours,7 to 8 hours,often,more than 9 hours,1 to 3 hours,1 to 3 hours,always,sometimes,rarely,rarely,sometimes,often,often,no
female,8 to 10 hours,7 to 8 hours,never,1 to 3 hours,more than 9 hours,4 to 6 hours,never,never,rarely,always,sometimes,sometimes,rarely,no
female,5 to 7 hours,4 to 6 hours,sometimes,1 to 3 hours,less than 1 hour,1 to 3 hours,sometimes,never,often,sometimes,always,never,always,yes
male,more than 10 hours,more than 8 hours,often,7 to 9 hours,less than 1 hour,more than 9 hours,rarely,sometimes,rarely,sometimes,rarely,always,rarely,no
female,8 to 10 hours,more than 8 hours,sometimes,less than 1 hour,7 to 9 hours,1 to 3 hours,sometimes,often,always,never,never,always,always,yes
female,5 to 7 hours,7 to 8 hours,never,1 to 3 hours,4 to 6 hours,less than 1 hour,sometimes,always,rarely,often,sometimes,rarely,sometimes,yes
male,less than 2 hours,less than 4 hours,never,1 to 3 hours,more than 9 hours,more than 9 hours,rarely,always,always,always,never,sometimes,rarely,yes
female,5 to 7 hours,4 to 6 hours,rarely,more than 9 hours,less than 1 hour,1 to 3 hours,often,never,sometimes,always,often,rarely,always,yes
male,less than 2 hours,more than 8 hours,never,less than 1 hour,less than 1 hour,1 to 3 hours,never,sometimes,never,always,always,sometimes,always,yes
male,8 to 10 hours,4 to 6 hours,always,less than 1 hour,4 to 6 hours,4 to 6 hours,sometimes,rarely,sometimes,rarely,always,sometimes,often,no
female,2 to 4 hours,7 to 8 hours,never,7 to 9 hours,1 to 3 hours,more than 9 hours,always,often,always,often,rarely,never,never,no
male,8 to 10 hours,more than 8 hours,often,more than 9 hours,more than 9 hours,4 to 6 hours,often,rarely,never,rarely,often,often,often,yes
female,8 to 10 hours,more than 8 hours,often,7 to 9 hours,7 to 9 hours,less than 1 hour,rarely,rarely,always,always,often,rarely,sometimes,yes
male,5 to 7 hours,less than 4 hours,sometimes,1 to 3 hours,less than 1 hour,1 to 3 hours,often,rarely,often,sometimes,often,rarely,rarely,no
female,more than 10 hours,more than 8 hours,sometimes,4 to 6 hours,4 to 6 hours,less than 1 hour,often,often,rarely,rarely,never,rarely,often,yes
female,less than 2 hours,7 to 8 hours,rarely,less than 1 hour,1 to 3 hours,less than 1 hour,never,sometimes,sometimes,never,never,sometimes,never,no
female,2 to 4 hours,7 to 8 hours,always,less than 1 hour,1 to 3 hours,less than 1 hour,never,never,sometimes,never,often,always,never,no
male,less than 2 hours,less than 4 hours,sometimes,less than 1 hour,less than 1 hour,1 to 3 hours,never,rarely,often,sometimes,often,often,always,yes
male,more than 10 hours,more than 8 hours,rarely,less than 1 hour,less than 1 hour,more than 9 hours,rarely,never,always,rarely,often,often,sometimes,yes
male,more than 10 hours,less than 4 hours,often,4 to 6 hours,4 to 6 hours,1 to 3 hours,sometimes,always,rarely,rarely,rarely,rarely,rarely,yes
male,8 to 10 hours,more than 8 hours,never,4 to 6 hours,1 to 3 hours,1 to 3 hours,never,never,always,often,often,often,never,yes
female,2 to 4 hours,less than 4 hours,never,4 to 6 hours,more than 9 hours,less than 1 hour,often,always,rarely,rarely,sometimes,rarely,always,yes
female,8 to 10 hours,4 to 6 hours,rarely,less than 1 hour,less than 1 hour,7 to 9 hours,always,sometimes,often,rarely,rarely,sometimes,often,no
male,less than 2 hours,less than 4 hours,always,1 to 3 hours,7 to 9 hours,7 to 9 hours,rarely,rarely,always,always,always,often,sometimes,yes
female,less than 2 hours,more than 8 hours,often,more than 9 hours,7 to 9 hours,1 to 3 hours,always,rarely,often,always,rarely,sometimes,sometimes,no
male,2 to 4 hours,more than 8 hours,never,more than 9 hours,1 to 3 hours,more than 9 hours,never,rarely,never,rarely,sometimes,rarely,often,no
female,5 to 7 hours,4 to 6 hours,often,1 to 3 hours,1 to 3 hours,more than 9 hours,often,rarely,never,always,sometimes,often,always,no
male,less than 2 hours,more than 8 hours,rarely,1 to 3 hours,1 to 3 hours,1 to 3 hours,rarely,rarely,often,never,always,sometimes,always,yes
female,8 to 10 hours,7 to 8 hours,never,less than 1 hour,less than 1 hour,4 to 6 hours,often,never,rarely,often,often,sometimes,sometimes,no
male,5 to 7 hours,4 to 6 hours,rarely,1 to 3 hours,7 to 9 hours,more than 9 hours,always,sometimes,often,rarely,never,often,always,yes
female,8 to 10 hours,less than 4 hours,always,7 to 9 hours,1 to 3 hours,more than 9 hours,sometimes,often,never,often,often,often,rarely,yes
male,2 to 4 hours,more than 8 hours,often,1 to 3 hours,7 to 9 hours,1 to 3 hours,rarely,sometimes,never,rarely,rarely,often,always,no
male,2 to 4 hours,7 to 8 hours,never,7 to 9 hours,4 to 6 hours,4 to 6 hours,sometimes,often,never,always,never,often,never,yes
male,more than 10 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,7 to 9 hours,never,often,never,sometimes,often,never,often,yes
male,5 to 7 hours,more than 8 hours,often,less than 1 hour,7 to 9 hours,less than 1 hour,often,rarely,always,rarely,sometimes,often,always,yes
male,2 to 4 hours,more than 8 hours,always,more than 9 hours,4 to 6 hours,more than 9 hours,never,sometimes,rarely,often,sometimes,never,sometimes,no
female,more than 10 hours,more than 8 hours,rarely,4 to 6 hours,1 to 3 hours,4 to 6 hours,never,rarely,never,rarely,often,often,never,yes
female,8 to 10 hours,7 to 8 hours,always,7 to 9 hours,7 to 9 hours,less than 1 hour,never,sometimes,always,never,often,often,rarely,yes
male,5 to 7 hours,less than 4 hours,never,7 to 9 hours,4 to 6 hours,4 to 6 hours,sometimes,often,sometimes,rarely,sometimes,rarely,often,yes
male,5 to 7 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,1 to 3 hours,always,rarely,always,never,never,rarely,sometimes,no
male,2 to 4 hours,7 to 8 hours,never,7 to 9 hours,4 to 6 hours,4 to 6 hours,never,rarely,never,rarely,sometimes,often,always,yes
female,less than 2 hours,more than 8 hours,sometimes,less than 1 hour,7 to 9 hours,1 to 3 hours,never,never,often,always,sometimes,sometimes,sometimes,no
female,less than 2 hours,more than 8 hours,rarely,4 to 6 hours,7 to 9 hours,1 to 3 hours,always,rarely,rarely,always,often,often,always,yes
male,more than 10 hours,4 to 6 hours,often,less than 1 hour,less than 1 hour,1 to 3 hours,never,rarely,often,often,never,rarely,never,yes
male,more than 10 hours,7 to 8 hours,sometimes,7 to 9 hours,4 to 6 hours,1 to 3 hours,never,rarely,sometimes,rarely,often,never,rarely,yes
female,8 to 10 hours,more than 8 hours,rarely,less than 1 hour,4 to 6 hours,4 to 6 hours,never,sometimes,sometimes,often,rarely,rarely,sometimes,no
male,less than 2 hours,less than 4 hours,often,7 to 9 hours,7 to 9 hours,4 to 6 hours,always,sometimes,rarely,often,rarely,sometimes,often,no
male,5 to 7 hours,more than 8 hours,sometimes,1 to 3 hours,less than 1 hour,less than 1 hour,often,sometimes,always,always,rarely,sometimes,always,no
male,more than 10 hours,4 to 6 hours,sometimes,1 to 3 hours,less than 1 hour,7 to 9 hours,often,sometimes,never,never,never,always,often,no
female,more than 10 hours,4 to 6 hours,always,less than 1 hour,1 to 3 hours,7 to 9 hours,never,sometimes,often,rarely,always,always,sometimes,yes
female,8 to 10 hours,more than 8 hours,often,1 to 3 hours,4 to 6 hours,more than 9 hours,often,rarely,never,often,never,often,rarely,no
male,2 to 4 hours,more than 8 hours,always,1 to 3 hours,less than 1 hour,more than 9 hours,rarely,rarely,sometimes,never,always,never,sometimes,no
female,5 to 7 hours,more than 8 hours,often,1 to 3 hours,4 to 6 hours,less than 1 hour,never,always,never,sometimes,always,never,never,yes
male,2 to 4 hours,4 to 6 hours,sometimes,7 to 9 hours,less than 1 hour,less than 1 hour,sometimes,sometimes,never,always,never,rarely,never,no
female,5 to 7 hours,7 to 8 hours,rarely,4 to 6 hours,1 to 3 hours,more than 9 hours,sometimes,always,sometimes,sometimes,often,often,often,yes
male,2 to 4 hours,4 to 6 hours,sometimes,7 to 9 hours,4 to 6 hours,7 to 9 hours,rarely,always,rarely,rarely,often,rarely,never,yes
male,5 to 7 hours,7 to 8 hours,never,4 to 6 hours,4 to 6 hours,1 to 3 hours,sometimes,often,often,sometimes,never,always,often,yes
male,less than 2 hours,more than 8 hours,sometimes,more than 9 hours,less than 1 hour,7 to 9 hours,never,rarely,rarely,rarely,never,often,never,no
female,2 to 4 hours,4 to 6 hours,rarely,4 to 6 hours,more than 9 hours,7 to 9 hours,often,always,rarely,rarely,always,rarely,always,yes
male,less than 2 hours,more than 8 hours,never,less than 1 hour,less than 1 hour,4 to 6 hours,rarely,often,rarely,never,often,always,always,yes
female,8 to 10 hours,less than 4 hours,sometimes,7 to 9 hours,more than 9 hours,more than 9 hours,rarely,often,always,always,often,often,sometimes,yes
female,8 to 10 hours,less than 4 hours,always,7 to 9 hours,more than 9 hours,7 to 9 hours,always,often,often,always,always,often,always,yes
male,5 to 7 hours,7 to 8 hours,never,more than 9 hours,less than 1 hour,1 to 3 hours,sometimes,never,never,sometimes,often,sometimes,rarely,no
female,2 to 4 hours,7 to 8 hours,often,less than 1 hour,7 to 9 hours,7 to 9 hours,always,sometimes,often,always,always,never,sometimes,no
female,more than 10 hours,more than 8 hours,never,1 to 3 hours,1 to 3 hours,1 to 3 hours,always,never,rarely,never,rarely,never,rarely,no
male,5 to 7 hours,more than 8 hours,often,more than 9 hours,more than 9 hours,1 to 3 hours,often,rarely,never,rarely,often,often,always,yes
female,more than 10 hours,4 to 6 hours,sometimes,1 to 3 hours,4 to 6 hours,more than 9 hours,never,sometimes,never,sometimes,never,never,sometimes,no
female,2 to 4 hours,7 to 8 hours,sometimes,7 to 9 hours,more than 9 hours,less than 1 hour,often,never,never,often,sometimes,never,never,no
female,8 to 10 hours,4 to 6 hours,often,7 to 9 hours,7 to 9 hours,7 to 9 hours,sometimes,often,rarely,sometimes,rarely,never,never,no
male,more than 10 hours,4 to 6 hours,rarely,less than 1 hour,7 to 9 hours,less than 1 hour,often,sometimes,never,rarely,sometimes,always,often,yes
male,8 to 10 hours,more than 8 hours,never,more than 9 hours,4 to 6 hours,more than 9 hours,often,often,always,rarely,rarely,always,often,yes
male,more than 10 hours,7 to 8 hours,always,more than 9 hours,more than 9 hours,1 to 3 hours,rarely,always,rarely,often,never,sometimes,never,yes
male,5 to 7 hours,7 to 8 hours,rarely,less than 1 hour,more than 9 hours,more than 9 hours,rarely,often,never,rarely,sometimes,always,rarely,yes
male,5 to 7 hours,4 to 6 hours,often,1 to 3 hours,less than 1 hour,more than 9 hours,never,always,often,sometimes,always,sometimes,sometimes,yes
male,8 to 10 hours,7 to 8 hours,never,less than 1 hour,4 to 6 hours,4 to 6 hours,often,often,sometimes,sometimes,always,sometimes,always,yes
male,5 to 7 hours,more than 8 hours,sometimes,more than 9 hours,7 to 9 hours,1 to 3 hours,always,never,always,rarely,sometimes,always,always,yes
male,2 to 4 hours,7 to 8 hours,rarely,7 to 9 hours,4 to 6 hours,7 to 9 hours,often,never,never,always,rarely,never,often,no
female,5 to 7 hours,less than 4 hours,never,4 to 6 hours,7 to 9 hours,more than 9 hours,rarely,rarely,rarely,rarely,always,sometimes,sometimes,yes
female,8 to 10 hours,7 to 8 hours,always,1 to 3 hours,less than 1 hour,7 to 9 hours,often,always,always,never,rarely,never,rarely,no
female,2 to 4 hours,less than 4 hours,often,1 to 3 hours,more than 9 hours,7 to 9 hours,sometimes,sometimes,always,often,always,always,often,yes
female,8 to 10 hours,4 to 6 hours,never,4 to 6 hours,less than 1 hour,less than 1 hour,sometimes,sometimes,often,always,always,always,never,yes
female,5 to 7 hours,7 to 8 hours,often,1 to 3 hours,4 to 6 hours,4 to 6 hours,sometimes,never,never,sometimes,never,always,often,no
female,8 to 10 hours,less than 4 hours,often,4 to 6 hours,less than 1 hour,less than 1 hour,often,often,rarely,never,sometimes,sometimes,sometimes,no
male,5 to 7 hours,4 to 6 hours,rarely,more than 9 hours,7 to 9 hours,1 to 3 hours,always,rarely,often,always,rarely,always,rarely,yes
male,8 to 10 hours,more than 8 hours,rarely,4 to 6 hours,1 to 3 hours,more than 9 hours,often,always,rarely,sometimes,always,sometimes,rarely,no
male,2 to 4 hours,7 to 8 hours,always,less than 1 hour,7 to 9 hours,more than 9 hours,sometimes,never,often,sometimes,rarely,sometimes,always,no
female,8 to 10 hours,more than 8 hours,often,7 to 9 hours,more than 9 hours,more than 9 hours,never,rarely,sometimes,often,sometimes,often,often,yes
female,less than 2 hours,4 to 6 hours,never,4 to 6 hours,1 to 3 hours,1 to 3 hours,never,never,always,always,often,often,sometimes,yes
male,8 to 10 hours,less than 4 hours,always,less than 1 hour,4 to 6 hours,more than 9 hours,always,sometimes,often,always,always,often,rarely,yes
female,2 to 4 hours,4 to 6 hours,often,7 to 9 hours,7 to 9 hours,7 to 9 hours,never,always,rarely,sometimes,rarely,rarely,sometimes,no
male,2 to 4 hours,4 to 6 hours,sometimes,7 to 9 hours,4 to 6 hours,7 to 9 hours,always,never,often,rarely,never,sometimes,often,no
female,2 to 4 hours,4 to 6 hours,always,4 to 6 hours,7 to 9 hours,7 to 9 hours,never,often,often,often,sometimes,sometimes,sometimes,yes
female,8 to 10 hours,7 to 8 hours,always,more than 9 hours,4 to 6 hours,less than 1 hour,often,rarely,often,sometimes,rarely,rarely,rarely,no
female,5 to 7 hours,more than 8 hours,often,7 to 9 hours,4 to 6 hours,more than 9 hours,always,rarely,often,sometimes,always,never,sometimes,no
female,8 to 10 hours,7 to 8 hours,rarely,less than 1 hour,more than 9 hours,1 to 3 hours,sometimes,sometimes,always,often,never,never,never,yes
male,8 to 10 hours,7 to 8 hours,always,7 to 9 hours,more than 9 hours,more than 9 hours,sometimes,never,always,often,rarely,always,sometimes,yes
female,8 to 10 hours,7 to 8 hours,sometimes,more than 9 hours,1 to 3 hours,1 to 3 hours,rarely,often,often,rarely,always,often,rarely,yes
male,5 to 7 hours,7 to 8 hours,never,7 to 9 hours,more than 9 hours,less than 1 hour,sometimes,rarely,never,always,sometimes,always,always,yes
female,8 to 10 hours,4 to 6 hours,sometimes,1 to 3 hours,4 to 6 hours,1 to 3 hours,always,never,always,sometimes,often,sometimes,sometimes,yes
male,more than 10 hours,less than 4 hours,always,1 to 3 hours,more than 9 hours,7 to 9 hours,rarely,never,often,often,sometimes,always,rarely,yes
male,8 to 10 hours,7 to 8 hours,often,more than 9 hours,less than 1 hour,less than 1 hour,sometimes,never,never,sometimes,rarely,often,rarely,no
female,8 to 10 hours,less than 4 hours,always,less than 1 hour,7 to 9 hours,less than 1 hour,always,rarely,rarely,often,always,often,always,yes
female,5 to 7 hours,more than 8 hours,sometimes,more than 9 hours,less than 1 hour,less than 1 hour,rarely,often,rarely,sometimes,sometimes,rarely,rarely,no
male,5 to 7 hours,more than 8 hours,never,7 to 9 hours,less than 1 hour,1 to 3 hours,rarely,always,sometimes,rarely,sometimes,never,often,yes
male,5 to 7 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,more than 9 hours,sometimes,never,always,sometimes,always,never,rarely,no
male,8 to 10 hours,4 to 6 hours,always,4 to 6 hours,4 to 6 hours,4 to 6 hours,never,sometimes,sometimes,always,often,often,often,yes
male,more than 10 hours,7 to 8 hours,never,more than 9 hours,7 to 9 hours,more than 9 hours,always,often,never,always,rarely,often,sometimes,yes
male,2 to 4 hours,more than 8 hours,rarely,4 to 6 hours,7 to 9 hours,7 to 9 hours,never,rarely,rarely,sometimes,always,always,always,yes
female,more than 10 hours,7 to 8 hours,never,4 to 6 hours,7 to 9 hours,more than 9 hours,often,always,often,often,sometimes,sometimes,rarely,yes
male,less than 2 hours,more than 8 hours,never,1 to 3 hours,more than 9 hours,1 to 3 hours,sometimes,never,often,sometimes,rarely,always,never,no
female,more than 10 hours,more than 8 hours,rarely,1 to 3 hours,less than 1 hour,1 to 3 hours,never,rarely,never,often,never,sometimes,never,no
male,8 to 10 hours,4 to 6 hours,often,7 to 9 hours,4 to 6 hours,more than 9 hours,sometimes,rarely,sometimes,often,sometimes,rarely,sometimes,no
female,5 to 7 hours,7 to 8 hours,often,less than 1 hour,1 to 3 hours,more than 9 hours,sometimes,rarely,sometimes,always,often,always,rarely,no
male,5 to 7 hours,7 to 8 hours,sometimes,more than 9 hours,7 to 9 hours,4 to 6 hours,often,always,rarely,sometimes,rarely,always,always,yes
male,less than 2 hours,7 to 8 hours,never,1 to 3 hours,1 to 3 hours,less than 1 hour,sometimes,sometimes,rarely,always,always,sometimes,always,no
female,5 to 7 hours,4 to 6 hours,sometimes,1 to 3 hours,less than 1 hour,more than 9 hours,always,sometimes,often,sometimes,always,often,sometimes,no
female,more than 10 hours,4 to 6 hours,sometimes,more than 9 hours,more than 9 hours,more than 9 hours,never,rarely,never,rarely,always,sometimes,always,yes
male,less than 2 hours,4 to 6 hours,rarely,1 to 3 hours,7 to 9 hours,7 to 9 hours,often,always,often,rarely,often,often,always,yes
female,less than 2 hours,less than 4 hours,often,7 to 9 hours,1 to 3 hours,4 to 6 hours,never,rarely,always,sometimes,never,often,always,yes
male,more than 10 hours,less than 4 hours,rarely,1 to 3 hours,more than 9 hours,less than 1 hour,often,often,sometimes,rarely,often,always,rarely,yes
male,5 to 7 hours,4 to 6 hours,often,more than 9 hours,1 to 3 hours,less than 1 hour,often,always,always,often,often,never,never,yes
